score,n_comps,wm_task
94.0828402366864,34,0bk
92.89940828402366,34,0bk
92.89940828402366,34,0bk
92.94117647058823,35,0bk
90.58823529411765,35,0bk
94.11764705882352,35,0bk
94.11764705882352,35,0bk
92.89940828402366,35,0bk
92.89940828402366,35,0bk
97.0414201183432,35,0bk
97.0414201183432,35,0bk
94.70588235294117,36,0bk
92.94117647058823,36,0bk
95.88235294117648,36,0bk
90.58823529411765,36,0bk
95.26627218934911,36,0bk
91.12426035502959,36,0bk
94.67455621301775,36,0bk
94.67455621301775,36,0bk
94.11764705882352,37,0bk
93.52941176470588,37,0bk
94.70588235294117,37,0bk
95.88235294117648,37,0bk
94.0828402366864,37,0bk
91.71597633136095,37,0bk
92.89940828402366,37,0bk
91.71597633136095,37,0bk
92.94117647058823,38,0bk
94.11764705882352,38,0bk
96.47058823529412,38,0bk
96.47058823529412,38,0bk
91.71597633136095,38,0bk
92.89940828402366,38,0bk
94.0828402366864,38,0bk
92.89940828402366,38,0bk
93.52941176470588,39,0bk
95.29411764705881,39,0bk
91.17647058823529,39,0bk
92.3529411764706,39,0bk
94.0828402366864,39,0bk
95.26627218934911,39,0bk
95.85798816568047,39,0bk
95.26627218934911,39,0bk
92.94117647058823,40,0bk
92.3529411764706,40,0bk
97.6470588235294,40,0bk
95.29411764705881,40,0bk
92.89940828402366,40,0bk
93.49112426035504,40,0bk
91.71597633136095,40,0bk
93.49112426035504,40,0bk
91.76470588235294,41,0bk
95.29411764705881,41,0bk
94.11764705882352,41,0bk
95.29411764705881,41,0bk
95.26627218934911,41,0bk
95.26627218934911,41,0bk
94.67455621301775,41,0bk
90.53254437869822,41,0bk
94.70588235294117,42,0bk
95.29411764705881,42,0bk
92.94117647058823,42,0bk
91.76470588235294,42,0bk
95.85798816568047,42,0bk
95.26627218934911,42,0bk
93.49112426035504,42,0bk
93.49112426035504,42,0bk
94.70588235294117,43,0bk
91.17647058823529,43,0bk
93.52941176470588,43,0bk
95.29411764705881,43,0bk
96.44970414201184,43,0bk
95.26627218934911,43,0bk
94.67455621301775,43,0bk
94.0828402366864,43,0bk
91.76470588235294,44,0bk
92.94117647058823,44,0bk
94.11764705882352,44,0bk
91.76470588235294,44,0bk
94.67455621301775,44,0bk
97.0414201183432,44,0bk
95.85798816568047,44,0bk
92.3076923076923,44,0bk
94.70588235294117,45,0bk
90.0,45,0bk
94.70588235294117,45,0bk
95.88235294117648,45,0bk
95.26627218934911,45,0bk
94.67455621301775,45,0bk
94.0828402366864,45,0bk
93.49112426035504,45,0bk
91.17647058823529,46,0bk
92.3529411764706,46,0bk
97.6470588235294,46,0bk
93.52941176470588,46,0bk
92.89940828402366,46,0bk
95.26627218934911,46,0bk
95.26627218934911,46,0bk
94.0828402366864,46,0bk
93.52941176470588,47,0bk
94.11764705882352,47,0bk
92.3529411764706,47,0bk
95.88235294117648,47,0bk
95.26627218934911,47,0bk
91.71597633136095,47,0bk
93.49112426035504,47,0bk
96.44970414201184,47,0bk
94.70588235294117,48,0bk
93.52941176470588,48,0bk
95.29411764705881,48,0bk
92.3529411764706,48,0bk
91.71597633136095,48,0bk
95.26627218934911,48,0bk
95.26627218934911,48,0bk
95.26627218934911,48,0bk
95.29411764705881,49,0bk
93.52941176470588,49,0bk
94.70588235294117,49,0bk
92.94117647058823,49,0bk
95.26627218934911,49,0bk
93.49112426035504,49,0bk
96.44970414201184,49,0bk
94.67455621301775,49,0bk
96.47058823529412,50,0bk
91.76470588235294,50,0bk
95.29411764705881,50,0bk
97.6470588235294,50,0bk
91.71597633136095,50,0bk
94.0828402366864,50,0bk
95.26627218934911,50,0bk
94.0828402366864,50,0bk
95.29411764705881,51,0bk
96.47058823529412,51,0bk
97.05882352941177,51,0bk
94.70588235294117,51,0bk
90.53254437869822,51,0bk
94.67455621301775,51,0bk
95.85798816568047,51,0bk
91.12426035502959,51,0bk
92.94117647058823,52,0bk
93.52941176470588,52,0bk
95.88235294117648,52,0bk
94.70588235294117,52,0bk
94.67455621301775,52,0bk
92.89940828402366,52,0bk
95.26627218934911,52,0bk
95.85798816568047,52,0bk
94.11764705882352,53,0bk
94.11764705882352,53,0bk
94.11764705882352,53,0bk
95.29411764705881,53,0bk
94.67455621301775,53,0bk
93.49112426035504,53,0bk
94.67455621301775,53,0bk
95.26627218934911,53,0bk
92.3529411764706,54,0bk
94.70588235294117,54,0bk
96.47058823529412,54,0bk
94.70588235294117,54,0bk
94.0828402366864,54,0bk
95.26627218934911,54,0bk
94.0828402366864,54,0bk
90.53254437869822,54,0bk
92.94117647058823,55,0bk
95.88235294117648,55,0bk
94.70588235294117,55,0bk
95.29411764705881,55,0bk
94.67455621301775,55,0bk
95.85798816568047,55,0bk
92.3076923076923,55,0bk
96.44970414201184,55,0bk
92.3529411764706,56,0bk
95.29411764705881,56,0bk
96.47058823529412,56,0bk
95.88235294117648,56,0bk
94.67455621301775,56,0bk
91.71597633136095,56,0bk
95.26627218934911,56,0bk
96.44970414201184,56,0bk
97.05882352941177,57,0bk
94.70588235294117,57,0bk
91.76470588235294,57,0bk
94.11764705882352,57,0bk
94.0828402366864,57,0bk
97.0414201183432,57,0bk
92.89940828402366,57,0bk
92.3076923076923,57,0bk
96.47058823529412,58,0bk
92.3529411764706,58,0bk
94.11764705882352,58,0bk
91.76470588235294,58,0bk
94.67455621301775,58,0bk
96.44970414201184,58,0bk
95.85798816568047,58,0bk
94.0828402366864,58,0bk
89.41176470588236,59,0bk
95.29411764705881,59,0bk
95.88235294117648,59,0bk
94.70588235294117,59,0bk
94.0828402366864,59,0bk
94.0828402366864,59,0bk
95.85798816568047,59,0bk
97.0414201183432,59,0bk
94.70588235294117,60,0bk
92.94117647058823,60,0bk
95.29411764705881,60,0bk
95.29411764705881,60,0bk
97.0414201183432,60,0bk
93.49112426035504,60,0bk
94.67455621301775,60,0bk
94.0828402366864,60,0bk
94.11764705882352,61,0bk
92.94117647058823,61,0bk
98.82352941176471,61,0bk
95.29411764705881,61,0bk
94.0828402366864,61,0bk
94.67455621301775,61,0bk
96.44970414201184,61,0bk
91.12426035502959,61,0bk
94.70588235294117,62,0bk
95.88235294117648,62,0bk
93.52941176470588,62,0bk
97.05882352941177,62,0bk
93.49112426035504,62,0bk
94.67455621301775,62,0bk
91.12426035502959,62,0bk
94.0828402366864,62,0bk
94.70588235294117,63,0bk
91.17647058823529,63,0bk
96.47058823529412,63,0bk
97.05882352941177,63,0bk
94.0828402366864,63,0bk
94.67455621301775,63,0bk
94.67455621301775,63,0bk
96.44970414201184,63,0bk
94.70588235294117,64,0bk
95.88235294117648,64,0bk
94.11764705882352,64,0bk
92.3529411764706,64,0bk
93.49112426035504,64,0bk
95.85798816568047,64,0bk
94.0828402366864,64,0bk
97.0414201183432,64,0bk
91.76470588235294,65,0bk
95.88235294117648,65,0bk
96.47058823529412,65,0bk
97.6470588235294,65,0bk
95.26627218934911,65,0bk
91.71597633136095,65,0bk
92.89940828402366,65,0bk
94.67455621301775,65,0bk
94.11764705882352,66,0bk
95.88235294117648,66,0bk
94.11764705882352,66,0bk
94.70588235294117,66,0bk
92.3076923076923,66,0bk
93.49112426035504,66,0bk
95.85798816568047,66,0bk
95.85798816568047,66,0bk
95.88235294117648,67,0bk
93.52941176470588,67,0bk
96.47058823529412,67,0bk
93.52941176470588,67,0bk
95.85798816568047,67,0bk
93.49112426035504,67,0bk
94.67455621301775,67,0bk
95.85798816568047,67,0bk
94.11764705882352,68,0bk
97.05882352941177,68,0bk
94.70588235294117,68,0bk
95.88235294117648,68,0bk
92.3076923076923,68,0bk
93.49112426035504,68,0bk
94.67455621301775,68,0bk
97.0414201183432,68,0bk
95.29411764705881,69,0bk
97.6470588235294,69,0bk
93.52941176470588,69,0bk
93.52941176470588,69,0bk
94.0828402366864,69,0bk
92.89940828402366,69,0bk
94.67455621301775,69,0bk
96.44970414201184,69,0bk
95.88235294117648,70,0bk
95.29411764705881,70,0bk
88.23529411764706,70,0bk
97.6470588235294,70,0bk
94.0828402366864,70,0bk
95.85798816568047,70,0bk
95.26627218934911,70,0bk
93.49112426035504,70,0bk
94.70588235294117,71,0bk
94.70588235294117,71,0bk
95.29411764705881,71,0bk
94.70588235294117,71,0bk
95.85798816568047,71,0bk
95.26627218934911,71,0bk
92.89940828402366,71,0bk
95.85798816568047,71,0bk
94.11764705882352,72,0bk
96.47058823529412,72,0bk
93.52941176470588,72,0bk
95.29411764705881,72,0bk
93.49112426035504,72,0bk
94.0828402366864,72,0bk
97.0414201183432,72,0bk
93.49112426035504,72,0bk
94.70588235294117,73,0bk
93.52941176470588,73,0bk
94.70588235294117,73,0bk
97.05882352941177,73,0bk
95.85798816568047,73,0bk
94.67455621301775,73,0bk
95.85798816568047,73,0bk
92.89940828402366,73,0bk
97.6470588235294,74,0bk
91.17647058823529,74,0bk
94.11764705882352,74,0bk
94.70588235294117,74,0bk
95.85798816568047,74,0bk
96.44970414201184,74,0bk
93.49112426035504,74,0bk
97.0414201183432,74,0bk
96.47058823529412,75,0bk
95.29411764705881,75,0bk
95.88235294117648,75,0bk
94.70588235294117,75,0bk
94.0828402366864,75,0bk
93.49112426035504,75,0bk
94.0828402366864,75,0bk
95.26627218934911,75,0bk
97.05882352941177,76,0bk
95.88235294117648,76,0bk
96.47058823529412,76,0bk
94.70588235294117,76,0bk
94.67455621301775,76,0bk
91.71597633136095,76,0bk
93.49112426035504,76,0bk
95.26627218934911,76,0bk
97.6470588235294,77,0bk
97.6470588235294,77,0bk
95.29411764705881,77,0bk
94.11764705882352,77,0bk
94.67455621301775,77,0bk
93.49112426035504,77,0bk
94.67455621301775,77,0bk
94.0828402366864,77,0bk
95.88235294117648,78,0bk
95.29411764705881,78,0bk
95.88235294117648,78,0bk
92.3529411764706,78,0bk
95.85798816568047,78,0bk
95.85798816568047,78,0bk
93.49112426035504,78,0bk
94.67455621301775,78,0bk
94.11764705882352,79,0bk
95.88235294117648,79,0bk
94.70588235294117,79,0bk
97.05882352941177,79,0bk
94.67455621301775,79,0bk
96.44970414201184,79,0bk
94.0828402366864,79,0bk
92.3076923076923,79,0bk
95.88235294117648,80,0bk
94.70588235294117,80,0bk
92.94117647058823,80,0bk
95.88235294117648,80,0bk
95.26627218934911,80,0bk
98.22485207100591,80,0bk
94.0828402366864,80,0bk
93.49112426035504,80,0bk
95.29411764705881,81,0bk
94.70588235294117,81,0bk
91.76470588235294,81,0bk
94.11764705882352,81,0bk
95.26627218934911,81,0bk
97.0414201183432,81,0bk
97.63313609467455,81,0bk
94.67455621301775,81,0bk
94.70588235294117,82,0bk
97.05882352941177,82,0bk
92.94117647058823,82,0bk
96.47058823529412,82,0bk
93.49112426035504,82,0bk
94.0828402366864,82,0bk
95.85798816568047,82,0bk
95.85798816568047,82,0bk
92.3529411764706,83,0bk
93.52941176470588,83,0bk
97.6470588235294,83,0bk
93.52941176470588,83,0bk
94.67455621301775,83,0bk
96.44970414201184,83,0bk
95.85798816568047,83,0bk
94.0828402366864,83,0bk
94.70588235294117,84,0bk
96.47058823529412,84,0bk
95.88235294117648,84,0bk
93.52941176470588,84,0bk
95.85798816568047,84,0bk
95.26627218934911,84,0bk
96.44970414201184,84,0bk
94.67455621301775,84,0bk
96.47058823529412,85,0bk
92.94117647058823,85,0bk
96.47058823529412,85,0bk
94.70588235294117,85,0bk
91.71597633136095,85,0bk
95.26627218934911,85,0bk
97.0414201183432,85,0bk
95.26627218934911,85,0bk
95.29411764705881,86,0bk
94.11764705882352,86,0bk
95.29411764705881,86,0bk
95.29411764705881,86,0bk
94.67455621301775,86,0bk
94.67455621301775,86,0bk
96.44970414201184,86,0bk
94.67455621301775,86,0bk
94.11764705882352,87,0bk
94.70588235294117,87,0bk
94.70588235294117,87,0bk
94.70588235294117,87,0bk
96.44970414201184,87,0bk
94.67455621301775,87,0bk
95.26627218934911,87,0bk
95.26627218934911,87,0bk
96.47058823529412,88,0bk
95.29411764705881,88,0bk
94.70588235294117,88,0bk
95.29411764705881,88,0bk
94.67455621301775,88,0bk
94.0828402366864,88,0bk
94.67455621301775,88,0bk
95.26627218934911,88,0bk
93.52941176470588,89,0bk
94.70588235294117,89,0bk
97.05882352941177,89,0bk
95.88235294117648,89,0bk
95.85798816568047,89,0bk
94.0828402366864,89,0bk
95.85798816568047,89,0bk
94.0828402366864,89,0bk
97.05882352941177,90,0bk
94.70588235294117,90,0bk
94.70588235294117,90,0bk
96.47058823529412,90,0bk
95.85798816568047,90,0bk
94.0828402366864,90,0bk
95.26627218934911,90,0bk
94.0828402366864,90,0bk
94.70588235294117,91,0bk
91.76470588235294,91,0bk
95.29411764705881,91,0bk
95.88235294117648,91,0bk
94.67455621301775,91,0bk
94.67455621301775,91,0bk
96.44970414201184,91,0bk
95.26627218934911,91,0bk
94.70588235294117,92,0bk
93.52941176470588,92,0bk
91.76470588235294,92,0bk
96.47058823529412,92,0bk
94.0828402366864,92,0bk
97.0414201183432,92,0bk
93.49112426035504,92,0bk
98.22485207100591,92,0bk
96.47058823529412,93,0bk
96.47058823529412,93,0bk
93.52941176470588,93,0bk
97.6470588235294,93,0bk
96.44970414201184,93,0bk
91.12426035502959,93,0bk
94.67455621301775,93,0bk
93.49112426035504,93,0bk
95.29411764705881,94,0bk
97.6470588235294,94,0bk
94.11764705882352,94,0bk
94.11764705882352,94,0bk
95.26627218934911,94,0bk
94.67455621301775,94,0bk
92.89940828402366,94,0bk
95.26627218934911,94,0bk
93.52941176470588,95,0bk
97.05882352941177,95,0bk
95.29411764705881,95,0bk
92.94117647058823,95,0bk
94.67455621301775,95,0bk
93.49112426035504,95,0bk
98.22485207100591,95,0bk
94.67455621301775,95,0bk
96.47058823529412,96,0bk
95.29411764705881,96,0bk
92.94117647058823,96,0bk
95.29411764705881,96,0bk
94.0828402366864,96,0bk
96.44970414201184,96,0bk
94.67455621301775,96,0bk
94.67455621301775,96,0bk
95.88235294117648,97,0bk
92.3529411764706,97,0bk
94.70588235294117,97,0bk
90.58823529411765,97,0bk
95.85798816568047,97,0bk
96.44970414201184,97,0bk
95.26627218934911,97,0bk
97.0414201183432,97,0bk
94.70588235294117,98,0bk
94.11764705882352,98,0bk
96.47058823529412,98,0bk
97.6470588235294,98,0bk
94.67455621301775,98,0bk
95.85798816568047,98,0bk
94.0828402366864,98,0bk
94.67455621301775,98,0bk
92.94117647058823,99,0bk
95.29411764705881,99,0bk
97.05882352941177,99,0bk
94.11764705882352,99,0bk
95.85798816568047,99,0bk
94.67455621301775,99,0bk
95.26627218934911,99,0bk
95.85798816568047,99,0bk
93.52941176470588,100,0bk
94.11764705882352,100,0bk
97.05882352941177,100,0bk
92.94117647058823,100,0bk
95.26627218934911,100,0bk
95.85798816568047,100,0bk
97.63313609467455,100,0bk
94.0828402366864,100,0bk
,0,2bk
,0,2bk
,0,2bk
,0,2bk
,0,2bk
,0,2bk
,0,2bk
,0,2bk
30.58823529411765,1,2bk
29.411764705882355,1,2bk
28.235294117647058,1,2bk
28.235294117647058,1,2bk
33.72781065088758,1,2bk
28.402366863905325,1,2bk
28.402366863905325,1,2bk
31.360946745562128,1,2bk
42.35294117647059,2,2bk
39.411764705882355,2,2bk
36.470588235294116,2,2bk
40.0,2,2bk
44.37869822485207,2,2bk
40.23668639053255,2,2bk
37.278106508875744,2,2bk
39.64497041420118,2,2bk
38.82352941176471,3,2bk
37.05882352941177,3,2bk
37.64705882352941,3,2bk
39.411764705882355,3,2bk
44.37869822485207,3,2bk
41.42011834319527,3,2bk
43.786982248520715,3,2bk
40.828402366863905,3,2bk
60.0,4,2bk
54.11764705882353,4,2bk
60.0,4,2bk
60.0,4,2bk
52.662721893491124,4,2bk
52.071005917159766,4,2bk
60.946745562130175,4,2bk
59.76331360946746,4,2bk
61.1764705882353,5,2bk
61.76470588235294,5,2bk
54.11764705882353,5,2bk
57.05882352941176,5,2bk
55.02958579881657,5,2bk
57.396449704142015,5,2bk
59.171597633136095,5,2bk
61.53846153846154,5,2bk
61.1764705882353,6,2bk
64.11764705882354,6,2bk
62.94117647058823,6,2bk
65.88235294117646,6,2bk
68.63905325443787,6,2bk
62.721893491124256,6,2bk
59.76331360946746,6,2bk
59.171597633136095,6,2bk
75.29411764705883,7,2bk
66.47058823529412,7,2bk
70.58823529411765,7,2bk
64.70588235294117,7,2bk
63.905325443786985,7,2bk
67.45562130177515,7,2bk
70.41420118343196,7,2bk
65.68047337278107,7,2bk
74.11764705882354,8,2bk
72.35294117647058,8,2bk
73.52941176470588,8,2bk
75.88235294117646,8,2bk
71.59763313609467,8,2bk
75.7396449704142,8,2bk
67.45562130177515,8,2bk
73.37278106508876,8,2bk
75.88235294117646,9,2bk
75.29411764705883,9,2bk
78.82352941176471,9,2bk
76.47058823529412,9,2bk
80.4733727810651,9,2bk
76.92307692307693,9,2bk
77.51479289940828,9,2bk
76.92307692307693,9,2bk
88.8235294117647,10,2bk
81.17647058823529,10,2bk
78.23529411764706,10,2bk
83.52941176470588,10,2bk
82.24852071005917,10,2bk
80.4733727810651,10,2bk
78.69822485207101,10,2bk
82.24852071005917,10,2bk
85.29411764705883,11,2bk
83.52941176470588,11,2bk
80.58823529411765,11,2bk
82.94117647058825,11,2bk
84.61538461538461,11,2bk
82.24852071005917,11,2bk
82.84023668639054,11,2bk
83.4319526627219,11,2bk
82.35294117647058,12,2bk
82.94117647058825,12,2bk
81.17647058823529,12,2bk
79.41176470588235,12,2bk
84.02366863905326,12,2bk
88.75739644970415,12,2bk
81.06508875739645,12,2bk
84.02366863905326,12,2bk
82.35294117647058,13,2bk
87.6470588235294,13,2bk
82.94117647058825,13,2bk
83.52941176470588,13,2bk
81.65680473372781,13,2bk
79.28994082840237,13,2bk
84.02366863905326,13,2bk
85.20710059171599,13,2bk
81.76470588235294,14,2bk
87.6470588235294,14,2bk
81.76470588235294,14,2bk
77.64705882352942,14,2bk
86.3905325443787,14,2bk
79.88165680473372,14,2bk
82.84023668639054,14,2bk
81.65680473372781,14,2bk
85.29411764705883,15,2bk
82.35294117647058,15,2bk
86.47058823529412,15,2bk
82.35294117647058,15,2bk
86.98224852071006,15,2bk
88.75739644970415,15,2bk
82.84023668639054,15,2bk
85.20710059171599,15,2bk
81.76470588235294,16,2bk
86.47058823529412,16,2bk
88.23529411764706,16,2bk
84.11764705882354,16,2bk
82.24852071005917,16,2bk
87.57396449704143,16,2bk
85.79881656804734,16,2bk
84.61538461538461,16,2bk
82.35294117647058,17,2bk
85.88235294117646,17,2bk
83.52941176470588,17,2bk
84.70588235294117,17,2bk
85.20710059171599,17,2bk
88.75739644970415,17,2bk
86.3905325443787,17,2bk
86.98224852071006,17,2bk
88.8235294117647,18,2bk
81.17647058823529,18,2bk
84.11764705882354,18,2bk
86.47058823529412,18,2bk
90.53254437869822,18,2bk
89.3491124260355,18,2bk
84.61538461538461,18,2bk
82.24852071005917,18,2bk
86.47058823529412,19,2bk
86.47058823529412,19,2bk
88.23529411764706,19,2bk
85.88235294117646,19,2bk
88.16568047337277,19,2bk
86.98224852071006,19,2bk
87.57396449704143,19,2bk
82.84023668639054,19,2bk
88.23529411764706,20,2bk
87.6470588235294,20,2bk
89.41176470588236,20,2bk
82.35294117647058,20,2bk
86.3905325443787,20,2bk
87.57396449704143,20,2bk
89.3491124260355,20,2bk
90.53254437869822,20,2bk
87.05882352941177,21,2bk
83.52941176470588,21,2bk
84.70588235294117,21,2bk
92.94117647058823,21,2bk
91.12426035502959,21,2bk
85.79881656804734,21,2bk
90.53254437869822,21,2bk
86.3905325443787,21,2bk
86.47058823529412,22,2bk
90.58823529411765,22,2bk
89.41176470588236,22,2bk
83.52941176470588,22,2bk
84.61538461538461,22,2bk
90.53254437869822,22,2bk
85.79881656804734,22,2bk
91.12426035502959,22,2bk
91.17647058823529,23,2bk
86.47058823529412,23,2bk
91.17647058823529,23,2bk
90.0,23,2bk
84.02366863905326,23,2bk
86.98224852071006,23,2bk
86.3905325443787,23,2bk
88.75739644970415,23,2bk
87.6470588235294,24,2bk
85.88235294117646,24,2bk
92.3529411764706,24,2bk
87.6470588235294,24,2bk
88.16568047337277,24,2bk
88.75739644970415,24,2bk
87.57396449704143,24,2bk
88.16568047337277,24,2bk
87.6470588235294,25,2bk
