score,n_comps,wm_task
88.23529411764706,25,2bk
88.23529411764706,25,2bk
90.58823529411765,25,2bk
91.12426035502959,25,2bk
88.75739644970415,25,2bk
87.57396449704143,25,2bk
91.12426035502959,25,2bk
89.41176470588236,26,2bk
89.41176470588236,26,2bk
84.70588235294117,26,2bk
92.3529411764706,26,2bk
92.89940828402366,26,2bk
88.16568047337277,26,2bk
86.3905325443787,26,2bk
87.57396449704143,26,2bk
82.94117647058825,27,2bk
91.17647058823529,27,2bk
85.88235294117646,27,2bk
87.6470588235294,27,2bk
92.3076923076923,27,2bk
89.94082840236686,27,2bk
87.57396449704143,27,2bk
89.94082840236686,27,2bk
85.88235294117646,28,2bk
88.8235294117647,28,2bk
87.05882352941177,28,2bk
90.0,28,2bk
90.53254437869822,28,2bk
91.71597633136095,28,2bk
87.57396449704143,28,2bk
91.71597633136095,28,2bk
92.3529411764706,29,2bk
91.17647058823529,29,2bk
91.76470588235294,29,2bk
88.8235294117647,29,2bk
92.89940828402366,29,2bk
91.12426035502959,29,2bk
87.57396449704143,29,2bk
90.53254437869822,29,2bk
89.41176470588236,30,2bk
94.11764705882352,30,2bk
89.41176470588236,30,2bk
92.94117647058823,30,2bk
88.16568047337277,30,2bk
90.53254437869822,30,2bk
88.75739644970415,30,2bk
91.71597633136095,30,2bk
92.94117647058823,31,2bk
89.41176470588236,31,2bk
91.76470588235294,31,2bk
91.76470588235294,31,2bk
95.26627218934911,31,2bk
92.89940828402366,31,2bk
90.53254437869822,31,2bk
89.94082840236686,31,2bk
91.17647058823529,32,2bk
91.76470588235294,32,2bk
91.17647058823529,32,2bk
91.76470588235294,32,2bk
90.53254437869822,32,2bk
92.89940828402366,32,2bk
94.0828402366864,32,2bk
90.53254437869822,32,2bk
92.3529411764706,33,2bk
88.23529411764706,33,2bk
90.0,33,2bk
91.17647058823529,33,2bk
94.0828402366864,33,2bk
95.85798816568047,33,2bk
92.3076923076923,33,2bk
91.12426035502959,33,2bk
92.94117647058823,34,2bk
93.52941176470588,34,2bk
91.76470588235294,34,2bk
93.52941176470588,34,2bk
94.0828402366864,34,2bk
92.3076923076923,34,2bk
89.94082840236686,34,2bk
89.94082840236686,34,2bk
91.17647058823529,35,2bk
90.58823529411765,35,2bk
90.58823529411765,35,2bk
90.58823529411765,35,2bk
92.89940828402366,35,2bk
94.0828402366864,35,2bk
92.89940828402366,35,2bk
94.0828402366864,35,2bk
92.3529411764706,36,2bk
88.8235294117647,36,2bk
92.94117647058823,36,2bk
93.52941176470588,36,2bk
89.94082840236686,36,2bk
93.49112426035504,36,2bk
91.71597633136095,36,2bk
95.26627218934911,36,2bk
92.3529411764706,37,2bk
91.17647058823529,37,2bk
93.52941176470588,37,2bk
95.29411764705881,37,2bk
90.53254437869822,37,2bk
93.49112426035504,37,2bk
90.53254437869822,37,2bk
90.53254437869822,37,2bk
92.94117647058823,38,2bk
91.76470588235294,38,2bk
89.41176470588236,38,2bk
90.58823529411765,38,2bk
93.49112426035504,38,2bk
91.71597633136095,38,2bk
97.0414201183432,38,2bk
92.89940828402366,38,2bk
93.52941176470588,39,2bk
94.11764705882352,39,2bk
93.52941176470588,39,2bk
90.58823529411765,39,2bk
90.53254437869822,39,2bk
92.3076923076923,39,2bk
91.12426035502959,39,2bk
95.26627218934911,39,2bk
94.11764705882352,40,2bk
91.76470588235294,40,2bk
92.3529411764706,40,2bk
92.3529411764706,40,2bk
92.3076923076923,40,2bk
92.3076923076923,40,2bk
94.0828402366864,40,2bk
92.89940828402366,40,2bk
91.76470588235294,41,2bk
94.11764705882352,41,2bk
91.17647058823529,41,2bk
91.17647058823529,41,2bk
92.89940828402366,41,2bk
95.85798816568047,41,2bk
94.0828402366864,41,2bk
94.0828402366864,41,2bk
94.11764705882352,42,2bk
92.3529411764706,42,2bk
97.05882352941177,42,2bk
92.3529411764706,42,2bk
92.89940828402366,42,2bk
94.0828402366864,42,2bk
91.12426035502959,42,2bk
89.3491124260355,42,2bk
92.3529411764706,43,2bk
92.94117647058823,43,2bk
92.94117647058823,43,2bk
94.70588235294117,43,2bk
91.71597633136095,43,2bk
91.71597633136095,43,2bk
95.85798816568047,43,2bk
94.0828402366864,43,2bk
92.94117647058823,44,2bk
94.11764705882352,44,2bk
93.52941176470588,44,2bk
93.52941176470588,44,2bk
93.49112426035504,44,2bk
90.53254437869822,44,2bk
92.89940828402366,44,2bk
94.67455621301775,44,2bk
90.0,45,2bk
89.41176470588236,45,2bk
92.94117647058823,45,2bk
93.52941176470588,45,2bk
94.67455621301775,45,2bk
94.0828402366864,45,2bk
92.89940828402366,45,2bk
96.44970414201184,45,2bk
92.3529411764706,46,2bk
91.76470588235294,46,2bk
95.29411764705881,46,2bk
94.11764705882352,46,2bk
93.49112426035504,46,2bk
91.71597633136095,46,2bk
92.3076923076923,46,2bk
91.71597633136095,46,2bk
95.29411764705881,47,2bk
94.11764705882352,47,2bk
94.70588235294117,47,2bk
90.0,47,2bk
92.89940828402366,47,2bk
92.3076923076923,47,2bk
94.67455621301775,47,2bk
91.71597633136095,47,2bk
94.70588235294117,48,2bk
94.11764705882352,48,2bk
95.29411764705881,48,2bk
89.41176470588236,48,2bk
91.71597633136095,48,2bk
92.89940828402366,48,2bk
93.49112426035504,48,2bk
89.94082840236686,48,2bk
93.52941176470588,49,2bk
90.58823529411765,49,2bk
95.29411764705881,49,2bk
93.52941176470588,49,2bk
93.49112426035504,49,2bk
94.0828402366864,49,2bk
92.89940828402366,49,2bk
88.75739644970415,49,2bk
94.70588235294117,50,2bk
92.3529411764706,50,2bk
92.94117647058823,50,2bk
91.17647058823529,50,2bk
89.3491124260355,50,2bk
94.67455621301775,50,2bk
94.0828402366864,50,2bk
95.26627218934911,50,2bk
92.3529411764706,51,2bk
93.52941176470588,51,2bk
91.76470588235294,51,2bk
91.17647058823529,51,2bk
92.3076923076923,51,2bk
95.26627218934911,51,2bk
93.49112426035504,51,2bk
94.0828402366864,51,2bk
90.0,52,2bk
92.94117647058823,52,2bk
94.11764705882352,52,2bk
94.70588235294117,52,2bk
90.53254437869822,52,2bk
95.26627218934911,52,2bk
93.49112426035504,52,2bk
90.53254437869822,52,2bk
95.88235294117648,53,2bk
94.70588235294117,53,2bk
91.17647058823529,53,2bk
95.29411764705881,53,2bk
92.89940828402366,53,2bk
91.71597633136095,53,2bk
92.3076923076923,53,2bk
91.71597633136095,53,2bk
90.58823529411765,54,2bk
94.70588235294117,54,2bk
95.29411764705881,54,2bk
96.47058823529412,54,2bk
92.3076923076923,54,2bk
89.3491124260355,54,2bk
95.85798816568047,54,2bk
91.12426035502959,54,2bk
93.52941176470588,55,2bk
92.3529411764706,55,2bk
91.76470588235294,55,2bk
92.3529411764706,55,2bk
95.26627218934911,55,2bk
92.89940828402366,55,2bk
92.89940828402366,55,2bk
94.67455621301775,55,2bk
92.3529411764706,56,2bk
92.94117647058823,56,2bk
92.94117647058823,56,2bk
92.94117647058823,56,2bk
92.89940828402366,56,2bk
93.49112426035504,56,2bk
92.89940828402366,56,2bk
91.71597633136095,56,2bk
90.58823529411765,57,2bk
94.11764705882352,57,2bk
95.88235294117648,57,2bk
91.17647058823529,57,2bk
94.67455621301775,57,2bk
88.16568047337277,57,2bk
97.0414201183432,57,2bk
93.49112426035504,57,2bk
92.3529411764706,58,2bk
92.94117647058823,58,2bk
95.29411764705881,58,2bk
92.3529411764706,58,2bk
94.67455621301775,58,2bk
92.89940828402366,58,2bk
92.89940828402366,58,2bk
93.49112426035504,58,2bk
92.94117647058823,59,2bk
92.94117647058823,59,2bk
90.58823529411765,59,2bk
94.70588235294117,59,2bk
93.49112426035504,59,2bk
95.26627218934911,59,2bk
92.3076923076923,59,2bk
94.0828402366864,59,2bk
91.17647058823529,60,2bk
92.94117647058823,60,2bk
95.88235294117648,60,2bk
92.3529411764706,60,2bk
97.0414201183432,60,2bk
91.12426035502959,60,2bk
92.3076923076923,60,2bk
94.67455621301775,60,2bk
91.76470588235294,61,2bk
94.70588235294117,61,2bk
94.11764705882352,61,2bk
89.41176470588236,61,2bk
93.49112426035504,61,2bk
92.89940828402366,61,2bk
92.89940828402366,61,2bk
96.44970414201184,61,2bk
95.88235294117648,62,2bk
95.88235294117648,62,2bk
94.11764705882352,62,2bk
90.0,62,2bk
88.75739644970415,62,2bk
92.89940828402366,62,2bk
92.3076923076923,62,2bk
95.85798816568047,62,2bk
92.94117647058823,63,2bk
93.52941176470588,63,2bk
94.11764705882352,63,2bk
95.29411764705881,63,2bk
91.71597633136095,63,2bk
91.71597633136095,63,2bk
94.0828402366864,63,2bk
94.0828402366864,63,2bk
91.76470588235294,64,2bk
93.52941176470588,64,2bk
95.29411764705881,64,2bk
92.3529411764706,64,2bk
94.67455621301775,64,2bk
96.44970414201184,64,2bk
91.71597633136095,64,2bk
94.0828402366864,64,2bk
92.94117647058823,65,2bk
91.76470588235294,65,2bk
94.11764705882352,65,2bk
92.3529411764706,65,2bk
92.89940828402366,65,2bk
93.49112426035504,65,2bk
94.67455621301775,65,2bk
92.89940828402366,65,2bk
95.88235294117648,66,2bk
91.76470588235294,66,2bk
97.6470588235294,66,2bk
91.76470588235294,66,2bk
95.26627218934911,66,2bk
95.26627218934911,66,2bk
90.53254437869822,66,2bk
89.94082840236686,66,2bk
94.70588235294117,67,2bk
93.52941176470588,67,2bk
91.17647058823529,67,2bk
94.70588235294117,67,2bk
89.3491124260355,67,2bk
94.0828402366864,67,2bk
92.89940828402366,67,2bk
96.44970414201184,67,2bk
94.70588235294117,68,2bk
92.94117647058823,68,2bk
94.11764705882352,68,2bk
92.94117647058823,68,2bk
92.3076923076923,68,2bk
93.49112426035504,68,2bk
96.44970414201184,68,2bk
91.12426035502959,68,2bk
92.3529411764706,69,2bk
94.11764705882352,69,2bk
94.70588235294117,69,2bk
90.0,69,2bk
93.49112426035504,69,2bk
95.26627218934911,69,2bk
93.49112426035504,69,2bk
93.49112426035504,69,2bk
92.94117647058823,70,2bk
92.3529411764706,70,2bk
94.70588235294117,70,2bk
94.11764705882352,70,2bk
92.89940828402366,70,2bk
92.89940828402366,70,2bk
94.67455621301775,70,2bk
91.12426035502959,70,2bk
93.52941176470588,71,2bk
94.11764705882352,71,2bk
94.11764705882352,71,2bk
90.0,71,2bk
92.89940828402366,71,2bk
93.49112426035504,71,2bk
97.0414201183432,71,2bk
95.26627218934911,71,2bk
93.52941176470588,72,2bk
91.76470588235294,72,2bk
96.47058823529412,72,2bk
95.29411764705881,72,2bk
95.26627218934911,72,2bk
93.49112426035504,72,2bk
93.49112426035504,72,2bk
92.89940828402366,72,2bk
92.3529411764706,73,2bk
95.29411764705881,73,2bk
92.94117647058823,73,2bk
95.29411764705881,73,2bk
92.89940828402366,73,2bk
91.71597633136095,73,2bk
94.0828402366864,73,2bk
96.44970414201184,73,2bk
94.11764705882352,74,2bk
93.52941176470588,74,2bk
92.3529411764706,74,2bk
95.29411764705881,74,2bk
95.85798816568047,74,2bk
92.89940828402366,74,2bk
89.94082840236686,74,2bk
92.3076923076923,74,2bk
90.0,75,2bk
94.70588235294117,75,2bk
90.58823529411765,75,2bk
97.05882352941177,75,2bk
94.0828402366864,75,2bk
95.85798816568047,75,2bk
92.3076923076923,75,2bk
92.89940828402366,75,2bk
93.52941176470588,76,2bk
92.94117647058823,76,2bk
95.29411764705881,76,2bk
90.58823529411765,76,2bk
89.94082840236686,76,2bk
97.63313609467455,76,2bk
93.49112426035504,76,2bk
94.0828402366864,76,2bk
95.88235294117648,77,2bk
90.58823529411765,77,2bk
92.94117647058823,77,2bk
94.11764705882352,77,2bk
97.0414201183432,77,2bk
91.12426035502959,77,2bk
93.49112426035504,77,2bk
94.67455621301775,77,2bk
93.52941176470588,78,2bk
93.52941176470588,78,2bk
92.3529411764706,78,2bk
95.29411764705881,78,2bk
90.53254437869822,78,2bk
95.85798816568047,78,2bk
91.71597633136095,78,2bk
94.67455621301775,78,2bk
95.88235294117648,79,2bk
91.76470588235294,79,2bk
92.3529411764706,79,2bk
94.11764705882352,79,2bk
91.71597633136095,79,2bk
94.67455621301775,79,2bk
95.85798816568047,79,2bk
93.49112426035504,79,2bk
88.23529411764706,80,2bk
93.52941176470588,80,2bk
92.94117647058823,80,2bk
95.29411764705881,80,2bk
94.67455621301775,80,2bk
95.85798816568047,80,2bk
93.49112426035504,80,2bk
95.85798816568047,80,2bk
94.11764705882352,81,2bk
93.52941176470588,81,2bk
95.88235294117648,81,2bk
91.76470588235294,81,2bk
91.71597633136095,81,2bk
96.44970414201184,81,2bk
92.3076923076923,81,2bk
95.26627218934911,81,2bk
94.70588235294117,82,2bk
93.52941176470588,82,2bk
91.76470588235294,82,2bk
93.52941176470588,82,2bk
91.12426035502959,82,2bk
97.63313609467455,82,2bk
95.85798816568047,82,2bk
91.71597633136095,82,2bk
96.47058823529412,83,2bk
93.52941176470588,83,2bk
93.52941176470588,83,2bk
95.29411764705881,83,2bk
92.3076923076923,83,2bk
90.53254437869822,83,2bk
90.53254437869822,83,2bk
94.67455621301775,83,2bk
92.94117647058823,84,2bk
94.70588235294117,84,2bk
95.88235294117648,84,2bk
91.17647058823529,84,2bk
94.0828402366864,84,2bk
93.49112426035504,84,2bk
94.0828402366864,84,2bk
94.0828402366864,84,2bk
88.23529411764706,85,2bk
94.70588235294117,85,2bk
98.23529411764706,85,2bk
91.17647058823529,85,2bk
91.12426035502959,85,2bk
94.0828402366864,85,2bk
92.89940828402366,85,2bk
97.0414201183432,85,2bk
95.88235294117648,86,2bk
94.70588235294117,86,2bk
92.94117647058823,86,2bk
95.88235294117648,86,2bk
95.85798816568047,86,2bk
94.67455621301775,86,2bk
88.16568047337277,86,2bk
91.12426035502959,86,2bk
92.94117647058823,87,2bk
95.88235294117648,87,2bk
94.70588235294117,87,2bk
92.3529411764706,87,2bk
94.0828402366864,87,2bk
92.89940828402366,87,2bk
95.26627218934911,87,2bk
93.49112426035504,87,2bk
93.52941176470588,88,2bk
94.70588235294117,88,2bk
94.70588235294117,88,2bk
94.70588235294117,88,2bk
88.75739644970415,88,2bk
94.67455621301775,88,2bk
93.49112426035504,88,2bk
93.49112426035504,88,2bk
94.70588235294117,89,2bk
94.70588235294117,89,2bk
89.41176470588236,89,2bk
91.76470588235294,89,2bk
92.89940828402366,89,2bk
93.49112426035504,89,2bk
97.0414201183432,89,2bk
95.85798816568047,89,2bk
92.94117647058823,90,2bk
92.94117647058823,90,2bk
92.94117647058823,90,2bk
93.52941176470588,90,2bk
94.67455621301775,90,2bk
92.89940828402366,90,2bk
92.3076923076923,90,2bk
95.26627218934911,90,2bk
93.52941176470588,91,2bk
93.52941176470588,91,2bk
92.3529411764706,91,2bk
94.11764705882352,91,2bk
92.3076923076923,91,2bk
94.0828402366864,91,2bk
91.71597633136095,91,2bk
98.22485207100591,91,2bk
94.70588235294117,92,2bk
89.41176470588236,92,2bk
92.3529411764706,92,2bk
95.29411764705881,92,2bk
95.26627218934911,92,2bk
92.89940828402366,92,2bk
95.26627218934911,92,2bk
92.3076923076923,92,2bk
91.17647058823529,93,2bk
94.11764705882352,93,2bk
94.11764705882352,93,2bk
93.52941176470588,93,2bk
95.85798816568047,93,2bk
92.89940828402366,93,2bk
95.26627218934911,93,2bk
95.26627218934911,93,2bk
92.3529411764706,94,2bk
91.76470588235294,94,2bk
93.52941176470588,94,2bk
94.70588235294117,94,2bk
91.71597633136095,94,2bk
95.85798816568047,94,2bk
94.0828402366864,94,2bk
95.26627218934911,94,2bk
95.88235294117648,95,2bk
92.94117647058823,95,2bk
95.88235294117648,95,2bk
90.0,95,2bk
93.49112426035504,95,2bk
90.53254437869822,95,2bk
92.89940828402366,95,2bk
96.44970414201184,95,2bk
93.52941176470588,96,2bk
96.47058823529412,96,2bk
93.52941176470588,96,2bk
92.3529411764706,96,2bk
91.71597633136095,96,2bk
95.26627218934911,96,2bk
94.0828402366864,96,2bk
93.49112426035504,96,2bk
94.70588235294117,97,2bk
92.94117647058823,97,2bk
88.8235294117647,97,2bk
95.29411764705881,97,2bk
92.89940828402366,97,2bk
94.0828402366864,97,2bk
94.67455621301775,97,2bk
96.44970414201184,97,2bk
96.47058823529412,98,2bk
94.70588235294117,98,2bk
96.47058823529412,98,2bk
91.17647058823529,98,2bk
95.26627218934911,98,2bk
91.71597633136095,98,2bk
93.49112426035504,98,2bk
91.12426035502959,98,2bk
92.3529411764706,99,2bk
90.0,99,2bk
96.47058823529412,99,2bk
95.29411764705881,99,2bk
91.71597633136095,99,2bk
92.89940828402366,99,2bk
97.63313609467455,99,2bk
93.49112426035504,99,2bk
95.29411764705881,100,2bk
91.76470588235294,100,2bk
94.70588235294117,100,2bk
92.3529411764706,100,2bk
94.67455621301775,100,2bk
93.49112426035504,100,2bk
94.67455621301775,100,2bk
94.0828402366864,100,2bk
