,b2f,b2p,b2t,f2p,f2t,p2t
51,0.09792839447424247,0.15938089338509032,0.09079503823734442,0.09538987499347042,0.12375610584005704,0.07955035519312328
52,0.09828364803031123,0.07931059578744373,0.12087562625008479,0.07090007725353532,0.09773196747830197,0.10595205364594965
53,0.12559613379575127,0.0895407698456675,0.09560988230194233,0.11339410624425875,0.12891934087474238,0.1438322795833922
54,0.07986454928314377,0.13235176398857035,0.07074795115943236,0.07362466298158987,0.11119679242337749,0.06662787193123898
55,0.1135224695310669,0.10130771101469482,0.09364410038284036,0.1370931302605744,0.07837032444788451,0.06694495746686699
56,0.040660040328434635,0.034040990462659286,0.0391206094003323,0.09472975373714286,0.08416471301641869,0.09564904181741841
57,0.09297000264485986,0.06789245223637415,0.09268116133598943,0.11167910378987002,0.11221868616994365,0.09401782380655897
58,0.07839348082893903,0.05860952639552051,0.046037959435768626,0.07370913317014054,0.06317681152995433,0.10045105839114424
59,0.12149674331734128,0.1519464580968425,0.1740553509365652,0.09425370338981498,0.13346540706960403,0.13054066846713488
60,0.07839077125010986,0.07113377102916334,0.08234843497571895,0.23503021928599713,0.16876190104259034,0.14556520471762227
61,0.11744322498304756,0.11336576626914524,0.09763504823619096,0.10788448012518542,0.07805780835566958,0.09940731295086269
62,0.15688711415168974,0.04720390117681204,0.08123499230218637,0.04712756419631892,0.07659970495620808,0.07127344861545472
63,0.060121335810189004,0.07438434332354377,0.08451313553715255,0.11593000550724533,0.06819928252328,0.07119998493339091
64,0.1005533407167036,0.09945789405306293,0.10549081411322714,0.18191425708170714,0.17509426915435836,0.19205117837278074
65,0.10781969653332867,0.07933540555292393,0.08304024346979418,0.11255555717013455,0.12732875802087948,0.1404370291896074
66,0.08019520642020637,0.10871561675945317,0.06888597425903581,0.08036913356753513,0.08871984932998882,0.09291682674710983
67,0.08473543971077696,0.08542795684821808,0.09037629268228163,0.11984001826422784,0.10331734024586131,0.17177649632286643
68,0.1385139425593199,0.15282634683214968,0.15393511789182396,0.1185071816325129,0.1120286920004341,0.20376475831793106
69,0.15120792556882598,0.3033592505303893,0.04662424033093211,0.12011468555337365,0.045543701277546644,0.04551832216751513
70,0.15632174332643578,0.12872818856031895,0.05625119971926111,0.10536691133799042,0.048389901587236536,0.06234573295781629
71,0.035163503308130874,0.08937136317522863,0.0975906201889155,0.03852044055844863,0.03640585026873056,0.16211387897431814
72,0.149478936338887,0.1431412447116226,0.10829728569712602,0.1142674497254121,0.1364827923439479,0.09079897857221965
73,0.042067125276876595,0.14803511974224745,0.08583700035673267,0.038670459181391156,0.05240165256386339,0.07887507800561941
74,0.12878781123767713,0.10591125896081914,0.10196871017532644,0.09880228742758604,0.09893622904324102,0.07038267985977546
75,0.11178941799817177,0.06265144958487283,0.08038661354887991,0.05669339834172345,0.07557873864333818,0.06416765362010869
76,0.15310022610518803,0.0946723552123918,0.13448367280793935,0.056843248648940144,0.068378358014914,0.12193753539623514
77,0.11178018066134114,0.12429134543092796,0.10651815991754485,0.07716009786313295,0.07674054297240052,0.09057689409716119
78,0.10284864143505557,0.143269772747669,0.06057128234417034,0.07798314089254506,0.07891155479870449,0.048617558423836145
79,0.09698602083750421,0.11613349603611478,0.08097823820728585,0.08088406632023191,0.10223617811349932,0.07538328956407007
80,0.08721234764385569,0.07166277230098783,0.07389113279407142,0.11976997617900713,0.06130709661487646,0.04875200134640836
81,0.1602830624268454,0.13598381927736142,0.10456206061080417,0.1487159871489074,0.11688864416088164,0.1611068893619651
82,0.10282965622207763,0.09901521613145198,0.1056894806572437,0.10195903363698948,0.1334460788332039,0.09098890604197378
83,0.1428309754396251,0.12006911532168557,0.16152871311002592,0.15535618156007336,0.1980629198422072,0.1119532346220657
84,0.12666263398980018,0.11008803434889584,0.07227360293397499,0.12036471366224313,0.06818127372950761,0.0595631457134846
85,0.10603727656463145,0.13228507635920275,0.09576188427121786,0.1276629518845521,0.11413670068771253,0.09976652445805573
86,0.07516676983734197,0.0854653498630652,0.07487959397687186,0.05024124030578924,0.04461888695287291,0.12458712562387045
87,0.10659480991458782,0.08604674164372735,0.10360774102277831,0.11803474057881086,0.15451474593443373,0.1337171216134784
88,0.1433386998442585,0.13837408969772685,0.0363308240747572,0.10710380128623508,0.03448105922880498,0.03383767491932508
89,0.12018395699407461,0.08994605676009153,0.13253817763339967,0.0760146759550033,0.13717452812753753,0.09281108961828742
90,0.14398157223104063,0.11505918984060728,0.11883579618725043,0.14546313050215035,0.131594724786807,0.19757043997143214
91,0.23301925517565214,0.13019228076824318,0.12544132921446324,0.10678036054032305,0.10697020592760167,0.12891760222807308
92,0.13871218006481753,0.11006181560811479,0.03316799512061544,0.09068112885376997,0.02980447789569465,0.03976738721140321
93,0.17004378868293724,0.16454699777387571,0.11329818956184015,0.10616950142178187,0.0911220428221148,0.10639014616304542
94,0.092881924395601,0.10282223563945474,0.044432997327911755,0.15198864903067116,0.03741088442339552,0.039727997321470074
95,0.06931761160022523,0.08854458343453753,0.03910248596285954,0.0632576867115528,0.05408725639357656,0.03962829512067966
96,0.12701931923901857,0.10098718257176412,0.13310058442696762,0.08657622922004374,0.12675793442652708,0.09474028578898544
97,0.05848763751434493,0.08175214420354594,0.10103742231813698,0.03952486353167016,0.055705157044172685,0.06558938708744998
98,0.11869411446761077,0.06321869349408009,0.09344791569859266,0.07570214800841552,0.11609903578250805,0.08870180412106227
99,0.09660289145930394,0.11115635885632305,0.12064744081142054,0.10682199588503602,0.08275220421129341,0.10295819745458203
100,0.07617688659704808,0.06339915462034465,0.060249333198403685,0.09678776737513672,0.09725633461526563,0.17377717810603605
101,0.13842776184565214,0.11156041205201271,0.07549368257097801,0.1263807692936086,0.07581138036698322,0.08534201191765843
102,0.0815341682794329,0.1270998474351632,0.07546505544310568,0.08146927275901586,0.11806043804672213,0.07974962885972585
103,0.12343790903609379,0.155407101680247,0.08572445807854445,0.09389463804549451,0.07052796569379752,0.07029226815066153
104,0.13328430771752695,0.11114321985160881,0.13906672108673473,0.14969972105937046,0.17077517225795605,0.16178082369733846
105,0.08264058766246148,0.10182966225193196,0.09717691300107323,0.11170485831086582,0.10118193822010695,0.12687616695922135
106,0.057079236943181406,0.030441224937784072,0.08998150665255474,0.05318438175863034,0.08719321015687966,0.03858742961830887
107,0.09044175486294659,0.117817992861935,0.12277500487737429,0.07247929865395562,0.09063494619693814,0.1085488024506925
108,0.10057606346079988,0.10147946927329513,0.11668147213536735,0.09534236185900698,0.10273215496971976,0.09357447163177122
109,0.04221465264022526,0.16838407636142133,0.1410224859235944,0.04211931741945682,0.04449451562672616,0.1454186852718804
110,0.11799151345540158,0.1347681875239628,0.10832577980206015,0.10897557817683337,0.10342008394272514,0.16463264990938048
111,0.13370426558749937,0.09709951168203011,0.12415262333462862,0.10277586872385817,0.1440072918271816,0.12165355409196872
112,0.09897487115060599,0.07650974447645997,0.10158476899340471,0.05664073379676841,0.08635578104809748,0.07700845809255245
113,0.22638804610379507,0.1799065943276547,0.2025943322561157,0.17377408896691574,0.1786463014669629,0.2056395315294203
114,0.10179593188359222,0.0883337955327322,0.061925168868746064,0.09647654302121234,0.07463976164154414,0.07420838297554858
115,0.1183003639638684,0.13584014668300984,0.12589547885240188,0.13420350564539504,0.12283695005946339,0.18565761766828356
116,0.07676319467006272,0.07303953063370507,0.0897787292765951,0.11840203353176994,0.10666168283451044,0.12644624597862467
117,0.0892574562555514,0.07437916846358542,0.06585077838067745,0.09627727529774434,0.05135535072414159,0.06163031506114853
118,0.17832795339135563,0.14067843895570176,0.12177338922655727,0.1433518374548813,0.12722722588873148,0.24149699358334042
119,0.06906620798642937,0.056090154182525706,0.06373865066814172,0.11693860999758453,0.11142262504083783,0.14439317928842993
120,0.14939869823306084,0.15134288688564698,0.14883500854191803,0.09164372546304472,0.09471363355229663,0.13862214246274251
121,0.039041911609961996,0.04179676133405211,0.03797847650408464,0.15342803294970303,0.1726509115047623,0.14127381695248967
122,0.10936639219712323,0.09682767529223435,0.11525362050077238,0.11504655937937992,0.12361074929240592,0.15512266265559116
123,0.09686698499113007,0.09684645584372482,0.0514146687367526,0.0966199622022188,0.062186548183315205,0.053168054985064515
124,0.046643031874981804,0.11551003090719725,0.04924741808005831,0.038612305934911384,0.10283587017933941,0.040886091338980565
125,0.054513627399001105,0.0333828688452691,0.04020684477375433,0.0632745221323768,0.08796088778789321,0.10988844299835232
126,0.12835274946551578,0.07235071257233415,0.089648672594092,0.09078717659708668,0.11373552049772329,0.12417872164274382
127,0.07805560259351835,0.11091203186902283,0.09358285514530816,0.10092915869278965,0.12807286316282418,0.12605128900715223
128,0.0917770621137237,0.1423257717620827,0.07418609044112981,0.09688475224272014,0.07950271855364452,0.08750203199264793
129,0.0456419619420916,0.04133348786748216,0.09332297173112412,0.10400915654530032,0.061209365722799364,0.05520965908239508
130,0.11148483386879583,0.09284586028966516,0.0737045545866694,0.1262037631021163,0.06867317010497995,0.053838609047111595
131,0.03669390777365911,0.03318977751304691,0.03058083145110977,0.09146117597391552,0.08060465624726325,0.13287328996828365
132,0.08594949417085869,0.07786745386529005,0.10724060619337858,0.0707297620552919,0.11320052917199078,0.08857986829309188
133,0.09220671598765094,0.11110754987159817,0.11313438986576968,0.11693126033636969,0.10948111943631025,0.1262452519283872
134,0.06418997645215128,0.07911223574906447,0.12126104162063996,0.13442458637187396,0.07673802134810553,0.10811189070874994
135,0.0776723038700598,0.07191749685913314,0.08240517983965966,0.13616098768078658,0.1259559255159384,0.11755631786622925
136,0.09308713899101957,0.1069898326253906,0.10129125323431488,0.07161657429922007,0.16036109708202964,0.07609425935391954
137,0.0829251814074349,0.07306510974995553,0.08724611001392812,0.1342137738307699,0.17274115125779918,0.10309398640044841
138,0.09167311013752744,0.11933338735426308,0.09674149533119554,0.11247091733999023,0.0668349105321217,0.09213180012255687
139,0.10358269838388362,0.08905062199395598,0.08311192130985197,0.0730370432490515,0.06362155124805609,0.10687327398955446
140,0.03434409768917735,0.03373580148423911,0.04396341030529576,0.14743469362458136,0.0673426375226334,0.06436215093047173
141,0.1265538254789095,0.07901321055947388,0.08444679038355134,0.07449430418838383,0.0838409298251838,0.08467030571425946
142,0.1458178732143913,0.1207912684089282,0.13589971710003992,0.10085189988606134,0.12980443776302136,0.09998898806677166
143,0.07558689284022944,0.1217740169916849,0.04271060049087632,0.08957357852677637,0.07060291193244898,0.05020381662568851
144,0.10991671055629788,0.11775970807143567,0.08216034494673584,0.12150346934044973,0.11311259558048538,0.08745602292488268
145,0.0359138111374598,0.13121816589578972,0.03777704233533028,0.037079742199197414,0.09420976395944163,0.038786910941239976
146,0.15597818919660983,0.12119388541438048,0.15078603341612373,0.122504120477435,0.1532411558355262,0.13055355711294359
147,0.12363881577031227,0.12584079647867474,0.1281100811780936,0.14198903718647948,0.14882311412688196,0.17810940081680796
148,0.11286412349111866,0.06522913985526209,0.06416128253767235,0.05736129363090035,0.05382099068479746,0.1004206281322513
149,0.18780709933924458,0.07028455166486941,0.03257552622857189,0.06484808929523143,0.03130072090372329,0.04831855217387662
150,0.18571480153020087,0.12855203698641812,0.07566673926227928,0.14568094384391278,0.07201314375716439,0.05586904331459859
151,0.0765251397589651,0.1510199229838516,0.09331534010987406,0.0854354011781243,0.1331465831703505,0.10463914694548934
152,0.06508038469335957,0.04951095901991485,0.06107537243622327,0.10430532472954175,0.10131708130713206,0.10380099726227139
153,0.05815840165894579,0.04646062389139898,0.07275895128271584,0.09292360961481429,0.08535274906470146,0.08523615457636136
154,0.12326371920735663,0.0381198743203656,0.1481062622090747,0.04024601672947524,0.11157015033390083,0.04164675668856203
155,0.14131074167081253,0.1259156400393191,0.08557389995557432,0.1493786031486703,0.07158729151334921,0.0808588734654065
156,0.15027656134369502,0.07502400093969536,0.12227137136600812,0.06451565214184349,0.1233561533671491,0.07161679943161701
157,0.09840800810525044,0.12362453859615347,0.11417015690191677,0.11490096753868595,0.11289894914688853,0.1740978852688318
158,0.1611534844686134,0.09476714561044035,0.05910226724699419,0.10176077764152998,0.060208065225077864,0.08099926293972509
159,0.10687151553149912,0.08582533262187426,0.09269245223339932,0.14879562099443658,0.06127735043017156,0.05221324546269278
160,0.06251230184206978,0.07681682414380722,0.07918707793657725,0.09070476556427791,0.10884405599565385,0.16269585824548474
161,0.07463710923916167,0.09154683335097452,0.0753569794191777,0.12062661252468175,0.10563491446680852,0.12579897215639452
162,0.1253181786210047,0.06460541026993144,0.12382699701670635,0.06655687906444113,0.0984549499054233,0.0710734281383815
163,0.10652260305959148,0.15724093516401474,0.08965217029357052,0.13790025590025778,0.07517388781288019,0.09596760950105036
164,0.06430398467372662,0.07330955957758242,0.09313896456466592,0.09695421179502034,0.07100078264718844,0.0689243381759125
165,0.06865412221982649,0.08245879161766063,0.0807718733770324,0.1326608252962027,0.11952208094892644,0.11586351771269919
166,0.10671573289048934,0.08689685156775524,0.09232712667926682,0.10006149584286032,0.15875000535292141,0.07581865278492687
167,0.1549286568164304,0.10620826438059125,0.11024791149270245,0.1026396076526632,0.11180771928514073,0.08110438701469608
168,0.06769078455739223,0.0819413838124032,0.07491088391612356,0.11326250674913362,0.04944396225415349,0.06192966618976133
169,0.10806469520694453,0.09070589648853769,0.10648512887669782,0.1039273624552689,0.1377425311756274,0.1557624510618808
170,0.10514115884050151,0.08429094514747841,0.10722563692086233,0.1388445275995608,0.09557091051765403,0.08404237732020925
171,0.11866280576540648,0.09228499669847068,0.13136507381565382,0.1826092909191771,0.14561336813143155,0.11639695984224918
172,0.07397848943049479,0.060520405156769805,0.11065599807163787,0.09957901566552185,0.07639116871653848,0.06578909873010498
173,0.11813716038592534,0.09080568319573401,0.08949239456604505,0.08524089268362448,0.11187971352485875,0.08092177587811464
174,0.13423023323429936,0.11183806502093958,0.11601469945319438,0.08721267123217855,0.14328942153227914,0.07864373924421195
175,0.0656382604011929,0.07313143747016483,0.08401945086728774,0.0736223564762373,0.08492341459488552,0.07509726588349813
176,0.08387250874406424,0.07911447460227983,0.10175505049882327,0.1000295439943802,0.10623445492477165,0.1424512782420817
177,0.12076167872765764,0.1242598923736237,0.10358858490161049,0.16939202951599938,0.16048746628437252,0.16889470568540574
178,0.06474210080938182,0.11885833307444219,0.048839746146216355,0.05552344516495177,0.07605346488748012,0.03899446166104957
179,0.07842351400890057,0.0721552131395668,0.07094656527565646,0.0682459543642757,0.10620446452836856,0.05038510723150319
180,0.08576425317762242,0.13638003857076128,0.10829110243467781,0.10602813757177611,0.11325923550866993,0.11567211709446347
181,0.15517500178893767,0.10657849567761864,0.08822277739068855,0.10077978482910097,0.0853876512573558,0.13220351140519743
182,0.12933834781896164,0.11458232075157591,0.035789333854459676,0.10906438132105406,0.030830885808217478,0.03446893938598296
183,0.13136021284949712,0.11854690236935389,0.06261271556139698,0.15111972381828231,0.05865605215838701,0.058840752199645005
184,0.11157593297585462,0.12100539243961056,0.10205498122058686,0.13495703785439703,0.12474156390268369,0.12547421928722502
185,0.07671818444475945,0.09317641829320118,0.07571692971424582,0.09533363825405552,0.07993740856128422,0.060286461328066386
186,0.0839271291069608,0.11253362790021823,0.12070908927077272,0.0527633442960292,0.059074314613922575,0.1201043534883624
187,0.08577636244141897,0.05256977941834131,0.07606688369739237,0.08354058067988102,0.057177247459700695,0.04297530759953961
188,0.0841004704855182,0.101074654110948,0.09292231766035994,0.07708212135149715,0.09919105505763817,0.10847258954132255
189,0.16659463971443092,0.11589806428116219,0.12246063548585681,0.14304690501592646,0.15521925814153315,0.19656604690174967
190,0.07745042232327339,0.10395663911830183,0.07942227493493058,0.08855739137850678,0.10551675162679477,0.09891725619783423
191,0.0823692920929109,0.07687460234672233,0.07157255025232345,0.07820739231171402,0.08085660055901671,0.0758077050359614
192,0.11771397744164984,0.10044323331996402,0.10558824355458592,0.1429563618282864,0.09348301093351644,0.09797541730953123
193,0.1296229014948991,0.0958645078734567,0.07658670758386349,0.11210315684145238,0.08314284815256877,0.07760390001041655
194,0.06557561571450964,0.029768187595663062,0.0670782080607443,0.04298561338429662,0.0848132942234258,0.033813259379590295
195,0.0587754732501316,0.05790662639359891,0.0603869660183491,0.03383258837744013,0.03466950087068728,0.1558811015169438
196,0.06675378135227175,0.08590653508566776,0.08791006655105633,0.11410398343356692,0.07536965000762233,0.08622840877454302
197,0.06698379762490174,0.09095318005285725,0.10323948350615254,0.06325930764068173,0.08043180310202412,0.1204573158084912
198,0.13674612164256833,0.13965103056284572,0.10465062032843829,0.19959598302507361,0.13254625844079962,0.15092731469956974
199,0.13933034505866682,0.12392107615721057,0.11450321099240449,0.11640251227732104,0.10160751828406153,0.11281745576687993
